text1,text2,human
"For this is what the Lord of armies , the God of Israel , has said about the rest of the vessels in the house of the Lord and in the house of the king of Judah and at Jerusalem :","Surely thus said Jehovah of Hosts , God of Israel , concerning the vessels that are left of the house of Jehovah , and of the house of the king of Judah , and Jerusalem :",2.333333333333333
"Woe to them that are at ease in Zion , and to them that are secure in the mountain of Samaria , the notable men of the chief of the nations , to whom the house of Israel come !","Woe to them that are at ease in Zion and that are secure in the mountain of Samaria , the renowned of the first of the nations , to whom the house of Israel come .",4.0
"He broke down the altars , and beat the Asherah poles and the engraved images into powder , and cut down all the incense altars throughout all the land of Israel , and returned to Jerusalem .","and he broke down the altars , and beat the Asherahs and the graven images into powder , and cut down all the sun-pillars throughout the land of Israel , and returned to Jerusalem .",3.0
"Yahweh 's works are great , pondered by all those who delight in them .","Great the works of Jehovah , Sought out by all desiring them .",2.6666666666666665
"And the water in the bottle was spent , and she cast the child under one of the shrubs .","And when the water in the bottle was spent , she cast the boy under one of the trees that were there .",4.0
"Mem . Who is he that hath commanded a thing to be done , when the Lord commandeth it not ?","Who this -- he hath said , and it is , the Lord hath not commanded ?",2.6666666666666665
"When it was determined that we should sail for Italy , they delivered Paul and certain other prisoners to a centurion named Julius , of the Augustan band .","And when the decision had been made that we were to go by sea to Italy , they gave Paul and certain other prisoners into the care of a captain named Julius , of the Augustan band .",2.6666666666666665
"So he went back with him , ate bread in his house , and drank water .","And he turneth back with him , and eateth bread in his house , and drinketh water .",4.0
"For thus saith the Lord Jehovah : Because thou hast clapped thy hands , and stamped with the feet , and rejoiced with all the despite of thy soul against the land of Israel ;","For the Lord has said , Because you have made sounds of joy with your hands , stamping your feet , and have been glad , putting shame with all your soul on the land of Israel ;",3.6666666666666665
"I will send shaking on the nations at the sound of his fall , when I send him down to the underworld with those who go down into the deep : and on earth they will be comforting themselves , all the trees of Eden , the best of Lebanon , even all the watered ones .","I made the nations to shake at the sound of his fall , when I cast him down to Sheol , with them that go down into the pit ; and all the trees of Eden , the choice and best of Lebanon , all that drink water , were comforted in the lower parts of the earth .",3.6666666666666665
"Do n't be desirous of his dainties , since they are deceitful food .","Have no desire to his dainties , seeing it lying food .",3.6666666666666665
"and twenty bowls of gold , of a thousand darics ; and two vessels of fine bright brass , precious as gold .","and twenty bowls of gold , of one thousand darics ; and two vessels of fine bright brass , precious as gold .",3.6666666666666665
"And the king of Egypt said to the Hebrew women who gave help at the time of childbirth ( the name of the one was Shiphrah and the name of the other Puah ) ,","And the king of Egypt spoke to the Hebrew midwivesвЂ”of whom the name of the one was Shiphrah , and the name of the other was PuahвЂ”",4.333333333333333
"And ye shall dwell in the land that I gave to your fathers , and ye shall be my people , and I will be your God .","And ye have dwelt in the land that I have given to your fathers , And ye have been to Me for a people , And I -- I am to you for God .",3.6666666666666665
"Give orders to Aaron and to his sons to keep themselves separate from the holy things of the children of Israel which they give to me , and not to make my holy name common : I am the Lord ,","`Speak unto Aaron , and unto his sons , and they are separated from the holy things of the sons of Israel , and they pollute not My holy name in what they are hallowing to Me ; I Jehovah .",2.6666666666666665
"You have ravished my heart , my sister , my bride . You have ravished my heart with one of your eyes , with one chain of your neck .","You have taken away my heart , my sister , my bride ; you have taken away my heart , with one look you have taken it , with one chain of your neck !",3.6666666666666665
